gene,cds_len,utr_len,cds_fw,cds_te,cds_skew,cds_kurt,utr_fw,utr_te,utr_skew,utr_kurt,gradient_fw,gradient_te,n_cds_windows,n_utr_windows
UGT1A8,1593,816,0.034483,0.00064447,1.9212,4.2263,0.0,0.0,1.2,0.7905,-0.034483,-0.00064447,59,28
UGT1A9,1593,778,0.068966,0.00066905,1.2147,0.8522,0.0,0.0,1.023,0.2635,-0.068966,-0.00066905,59,27
UGT2A1,2082,294,0.012821,9.286e-05,0.9682,1.1828,0.0,0.0,0.2794,-1.2456,-0.012821,-9.286e-05,79,7
UGT2A2,1611,957,0.016949,7.2e-06,0.9844,0.5143,0.030303,0.00021948,0.7153,0.6396,0.013354,0.00021228,60,34
UGT2A3,1602,1398,0.051724,0.00077885,1.4427,1.8248,0.0,0.0,0.369,-0.9073,-0.051724,-0.00077885,59,51
UGT2B10,1587,344,0.017241,0.00036906,1.0324,1.2561,0.0,0.0,-0.5234,-1.2526,-0.017241,-0.00036906,59,9
UGT2B11,1590,515,0.017241,0.00015909,0.7527,-0.3231,0.0,0.0,0.4072,-1.4472,-0.017241,-0.00015909,59,16
UGT2B15,1593,541,0.034483,0.00070515,1.0911,0.9153,0.0,0.0,0.0853,-1.2831,-0.034483,-0.00070515,59,17
UGT2B17,1593,888,0.034483,0.00073647,0.8975,0.3055,0.0,0.0,0.6796,-0.8092,-0.034483,-0.00073647,59,31
UGT2B28,1590,267,0.0,0.0,0.9766,0.28,0.0,0.0,0.1481,-1.0301,0.0,0.0,59,6
UGT2B4,1587,513,0.0,0.0,0.6469,-0.36,0.0,0.0,0.6408,-0.3521,0.0,0.0,59,16
UGT2B7,1686,297,0.032258,0.00063292,1.0865,1.4476,0.0,0.0,0.5121,-1.2539,-0.032258,-0.00063292,63,7
UGT3A1,1572,3346,0.0,0.0,0.7575,-0.3801,0.007812,4.439e-05,1.1042,1.3182,0.007812,4.439e-05,58,129
UGT3A2,1653,3965,0.0,0.0,0.4657,-0.7667,0.013072,3.571e-05,0.7219,-0.4465,0.013072,3.571e-05,62,154
UGT8,1626,2610,0.016949,0.00031557,1.8997,5.5137,0.030303,0.00048721,1.2669,1.8699,0.013354,0.00017164,60,100
UHMK1,1260,7264,0.0,0.0,1.4628,2.2,0.02807,0.00043208,1.0789,1.1243,0.02807,0.00043208,46,286
UHRF1,2574,1391,0.0,0.0,0.6706,-0.1978,0.02,0.00035494,1.227,1.0448,0.02,0.00035494,98,51
UHRF2,2409,1167,0.0,0.0,0.6571,-0.1706,0.0,0.0,0.9539,0.1146,0.0,0.0,92,42
UIMC1,2160,410,0.024691,0.00033736,1.0753,0.8338,0.0,0.0,1.2464,0.4772,-0.024691,-0.00033736,82,12
ULBP1,735,2476,0.0,0.0,0.5098,-0.0102,0.021505,0.00028135,1.0751,0.8563,0.021505,0.00028135,25,94
ULBP2,741,594,0.041667,0.00203031,1.6109,2.8142,0.0,0.0,0.7701,0.0692,-0.041667,-0.00203031,25,19
ULBP3,735,2376,0.041667,0.00022346,1.0022,0.3982,0.033708,0.00162726,1.6654,3.3566,-0.007959,0.0014038,25,90
ULK1,3222,2181,0.02439,0.00016924,1.1719,1.0948,0.036585,0.00123274,1.8072,4.3586,0.012195,0.0010635,124,83
ULK2,3126,2121,0.008403,2.838e-05,0.907,0.0832,0.012658,0.00019158,1.1095,1.5712,0.004255,0.0001632,120,80
ULK3,1452,18,0.0,0.0,0.8458,0.7133,,,,,,,53,0
ULK4,3828,466,0.013514,7.93e-06,0.7617,-0.154,0.0,0.0,0.4631,-0.8968,-0.013514,-7.93e-06,149,14
UMAD1,615,1768,0.0,0.0,1.0233,0.3936,0.015385,0.00030923,1.155,1.3935,0.015385,0.00030923,20,66
UMOD,2085,1178,0.012821,0.00018615,1.07,1.359,0.0,0.0,0.3688,-0.6069,-0.012821,-0.00018615,79,43
UMODL1,4341,921,0.011905,0.00037766,1.3479,2.7697,0.0,0.0,1.4168,2.6279,-0.011905,-0.00037766,169,32
UMPS,1596,60,0.017241,0.00043276,0.9221,0.6012,,,,,,,59,0
UNC119,723,656,0.0,0.0,0.6977,-0.1231,0.0,0.0,-0.1379,-1.1149,0.0,0.0,24,22
UNC119B,756,3625,0.0,0.0,0.6432,-0.1148,0.021583,0.00024365,1.3086,2.0188,0.021583,0.00024365,26,140
UNC13A,5169,883,0.00995,0.0001599,0.9891,0.9562,0.0,0.0,0.3113,-1.0167,-0.00995,-0.0001599,202,31
UNC13B,13023,1577,0.019417,0.0003312,1.1204,1.3764,0.0,0.0,0.476,-0.5062,-0.019417,-0.0003312,516,58
UNC13C,6645,2235,0.019231,0.00017966,0.8747,0.2677,0.035714,0.00071738,1.271,2.2724,0.016483,0.00053772,261,85
UNC13D,3429,219,0.007576,7.6e-07,0.7134,-0.267,,,,,,,133,0
UNC45A,3255,0,0.016,0.00012706,1.1957,2.2587,,,,,,,126,0
UNC45B,2907,759,0.0,0.0,0.6572,-0.2899,0.0,0.0,1.0829,0.0844,0.0,0.0,112,26
UNC50,858,264,0.0,0.0,0.4633,-0.3726,0.2,0.00021481,1.0336,-0.2682,0.2,0.00021481,30,6
UNC5A,2697,1244,0.0,0.0,0.7797,0.3563,0.0,0.0,1.0738,2.0338,0.0,0.0,103,45
UNC5B,2838,4003,0.018519,0.00042212,1.0358,0.935,0.019355,0.00014622,0.952,0.4567,0.000836,-0.0002759,109,156
UNC5C,2796,6846,0.028302,0.00017413,1.031,0.3956,0.022388,0.00012737,1.0146,0.511,-0.005914,-4.676e-05,107,269
UNC5CL,1557,1599,0.017544,0.00013274,1.0351,0.8818,0.051724,0.00161407,1.7298,3.4219,0.03418,0.00148133,58,59
UNC5D,2877,655,0.009174,4.01e-06,0.9755,0.6511,0.0,0.0,0.7149,-0.3206,-0.009174,-4.01e-06,110,22
UNC79,8124,1063,0.012539,0.00023257,1.1401,1.3025,0.0,0.0,0.6803,0.0677,-0.012539,-0.00023257,320,38
UNC80,9975,3942,0.007634,0.00026094,1.153,1.5822,0.019737,0.00054808,1.53,3.7881,0.012103,0.00028714,394,153
UNC93A,1374,737,0.040816,0.00105707,1.3997,2.4605,0.0,0.0,0.0359,-0.7163,-0.040816,-0.00105707,50,25
UNC93B1,1833,498,0.014706,3.127e-05,0.9501,0.2821,0.0,0.0,1.0318,0.9649,-0.014706,-3.127e-05,69,15
UNCX,1596,495,0.051724,0.0004835,0.683,-0.4332,0.142857,0.00393143,0.9657,0.1606,0.091133,0.00344793,59,15
UNG,942,1106,0.0,0.0,0.1503,-0.9705,0.0,0.0,0.5494,-0.5996,0.0,0.0,33,40
UNK,2550,1406,0.010417,4.338e-05,1.1511,1.1293,0.039216,0.0022086,1.7364,5.3901,0.028799,0.00216522,97,52
UNKL,2262,1258,0.0,0.0,0.807,-0.0935,0.066667,0.00115026,1.1371,1.0226,0.066667,0.00115026,86,46
UPB1,1287,862,0.065217,0.00212039,1.9564,4.8349,0.068966,0.0032116,1.6719,3.1712,0.003749,0.00109121,47,30
UPF1,3522,1971,0.0,0.0,0.6413,-0.1433,0.041096,0.00067225,0.8951,0.5405,0.041096,0.00067225,136,74
UPF2,3843,1422,0.013514,0.00015943,1.0726,0.7568,0.019608,0.00062116,1.5638,2.6474,0.006094,0.00046173,149,52
UPF3A,1557,916,0.017544,4.23e-05,0.892,0.5914,0.032258,3.706e-05,0.5853,0.5421,0.014714,-5.24e-06,58,32
UPF3B,1530,927,0.017857,0.00017656,0.6919,-0.104,0.032258,0.000242,1.1713,1.6375,0.014401,6.544e-05,57,32
UPK1A,822,194,0.037037,0.00112559,1.0732,1.0312,,,,,,,28,0
UPK1B,783,1245,0.0,0.0,1.3461,2.2391,0.0,0.0,0.3428,-0.4248,0.0,0.0,27,45
UPK2,555,379,0.0,0.0,0.3222,-1.1945,0.1,0.00073939,0.835,-0.6206,0.1,0.00073939,18,11
UPK3A,930,244,0.0,0.0,1.0733,0.7527,,,,,,,33,0
UPK3B,963,553,0.030303,0.00016136,1.0872,1.2015,0.117647,0.00320304,1.8341,2.2634,0.087344,0.00304168,34,18
UPK3BL1,828,613,0.035714,0.00026699,1.1689,1.22,0.0,0.0,-0.1718,-1.2843,-0.035714,-0.00026699,29,20
UPK3BL2,792,558,0.0,0.0,0.9117,-0.1985,0.0,0.0,0.2283,-1.0295,0.0,0.0,27,18
UPP1,996,546,0.0,0.0,0.5686,-0.295,0.0,0.0,0.7108,-0.8203,0.0,0.0,35,17
UPP2,1125,1310,0.0,0.0,0.1223,-1.1797,0.021277,0.00023715,1.6379,3.405,0.021277,0.00023715,40,48
UPRT,930,1544,0.0,0.0,1.2205,0.8908,0.017857,0.00023763,0.8682,0.5872,0.017857,0.00023763,33,57
UQCC1,921,1378,0.0,0.0,0.9812,0.4738,0.0,0.0,0.4028,-0.366,0.0,0.0,32,51
UQCC2,489,110,0.071429,0.00145272,0.9366,0.09,,,,,,,15,0
UQCC3,282,2006,0.0,0.0,-0.2665,-1.6068,0.013333,0.0001936,1.0691,0.6333,0.013333,0.0001936,7,76
UQCC4,399,518,0.0,0.0,0.6,-0.5072,0.0,0.0,0.0645,-0.8373,0.0,0.0,11,16
UQCC6,318,420,0.0,0.0,0.5422,0.0946,0.0,0.0,1.0371,-0.3207,0.0,0.0,8,12
UQCRB,486,496,0.0,0.0,1.2973,1.7045,0.0,0.0,0.8445,-0.3726,0.0,0.0,15,15
UQCRC1,1488,174,0.037037,0.00040917,1.1988,1.0717,,,,,,,55,0
UQCRC2,1548,527,0.0,0.0,1.1814,0.8988,0.0,0.0,0.4743,0.1641,0.0,0.0,57,16
UQCRFS1,825,2261,0.0,0.0,1.1209,0.5879,0.023529,0.00018791,1.2772,1.358,0.023529,0.00018791,28,86
UQCRH,414,237,0.0,0.0,0.7837,-0.6213,,,,,,,12,0
UQCRHL,276,1904,0.0,0.0,0.4396,-1.458,0.014085,0.00020193,1.2122,1.4551,0.014085,0.00020193,6,72
URAD,522,445,0.0,0.0,0.5743,-1.0161,0.0,0.0,1.0868,-0.0349,0.0,0.0,16,13
URB1,6816,4002,0.003745,7.478e-05,0.8045,0.3009,0.019481,0.00055833,1.2887,2.1639,0.015736,0.00048355,268,155
URB2,4575,1026,0.011299,0.00014076,1.1173,1.5093,0.028571,0.0003125,1.1459,1.3129,0.017272,0.00017174,178,36
URGCP,2820,933,0.009346,1.661e-05,0.5969,-0.4164,0.0,0.0,0.8588,0.7355,-0.009346,-1.661e-05,108,33
URGCP-MRPS24,333,462,0.0,0.0,0.6304,-0.8049,0.0,0.0,0.2855,-1.1176,0.0,0.0,9,14
URI1,1650,901,0.0,0.0,0.6216,-0.4487,0.033333,0.00011702,0.8376,0.0432,0.033333,0.00011702,61,31
URM1,522,1011,0.0,0.0,-0.1684,-1.1954,0.057143,0.00028673,0.9001,-0.1463,0.057143,0.00028673,16,36
UROC1,2211,524,0.012048,0.00050491,1.0116,1.5263,0.0,0.0,0.495,-1.2431,-0.012048,-0.00050491,84,16
UROD,1128,141,0.025,0.00033269,0.8378,0.095,,,,,,,41,0
UROS,978,566,0.029412,0.00052022,0.7952,0.1246,0.0,0.0,1.0512,0.5954,-0.029412,-0.00052022,35,18
USB1,798,1450,0.038462,0.00020628,0.9181,0.7535,0.076923,0.00475975,2.6483,7.3991,0.038461,0.00455347,27,53
USE1,780,65,0.038462,0.00089206,0.8681,0.4104,,,,,,,27,0
USF1,933,784,0.03125,0.00028722,1.4883,1.7758,0.0,0.0,0.8239,-0.5599,-0.03125,-0.00028722,33,27
USF2,1050,129,0.027778,0.00076647,1.4689,2.634,,,,,,,37,0
USF3,6738,6966,0.003788,1.61e-06,0.6003,-0.3148,0.018315,0.00044663,1.4236,2.5888,0.014527,0.00044502,265,274
USH1C,2700,541,0.019608,0.00014117,1.1215,0.7045,0.0625,2.372e-05,0.8326,-0.0196,0.042892,-0.00011745,103,17
USH1G,1386,2172,0.0,0.0,0.6602,-0.5921,0.049383,0.00081188,1.0791,0.7316,0.049383,0.00081188,51,82
USH2A,15681,3329,0.016077,9.709e-05,0.8016,0.05,0.015625,0.00065918,1.8097,5.4215,-0.000452,0.00056209,623,129
USHBP1,2112,1177,0.050633,0.00101472,1.6488,3.1749,0.0,0.0,0.7717,0.0026,-0.050633,-0.00101472,80,42
USO1,2922,1213,0.018018,0.00053134,1.3758,2.8913,0.023256,1.226e-05,0.4688,-0.6943,0.005238,-0.00051908,112,44
USP1,2373,1109,0.0,0.0,0.791,-0.3722,0.0,0.0,0.5629,-0.3592,0.0,0.0,90,40
USP10,2502,926,0.0,0.0,1.11,0.3813,0.032258,0.00066736,1.6562,3.5465,0.032258,0.00066736,95,32
USP11,2892,446,0.036364,0.00076103,1.4095,2.4962,0.083333,0.00157141,1.0783,1.2884,0.046969,0.00081038,111,13
USP12,1113,3299,0.0,0.0,0.0252,-0.875,0.015873,0.00016767,0.7852,0.1487,0.015873,0.00016767,40,127
USP13,2592,5446,0.010204,0.0006408,1.4547,3.2094,0.014151,0.00019042,0.9962,0.5116,0.003947,-0.00045038,99,213
USP14,1494,939,0.0,0.0,0.5745,-0.1492,0.03125,0.00051002,1.313,1.5497,0.03125,0.00051002,55,33
USP15,3069,299,0.025641,4.914e-05,0.941,0.463,0.0,0.0,0.491,-1.1837,-0.025641,-4.914e-05,118,7
USP16,2472,532,0.021505,0.00042945,1.1466,1.1411,0.0,0.0,1.2317,0.4455,-0.021505,-0.00042945,94,17
USP17L1,1593,0,0.0,0.0,1.1471,0.6534,,,,,,,59,0
USP17L10,1593,0,0.0,0.0,1.3613,1.5165,,,,,,,59,0
USP17L11,1593,0,0.0,0.0,0.5415,-0.5772,,,,,,,59,0
USP17L12,1593,0,0.0,0.0,0.5721,-0.252,,,,,,,59,0
USP17L13,1593,0,0.0,0.0,0.4797,-0.6542,,,,,,,59,0
USP17L15,1662,0,0.016393,1.64e-06,0.702,0.3212,,,,,,,62,0
USP17L17,1593,0,0.0,0.0,0.44,-0.6429,,,,,,,59,0
USP17L18,1593,0,0.0,0.0,0.6075,-0.6114,,,,,,,59,0
USP17L19,1593,0,0.0,0.0,0.6066,-0.634,,,,,,,59,0
USP17L2,1593,822,0.0,0.0,0.7633,-0.1338,0.074074,0.00165571,1.1993,0.6273,0.074074,0.00165571,59,28
USP17L20,1593,0,0.0,0.0,0.4942,-0.5408,,,,,,,59,0
USP17L21,1593,0,0.0,0.0,0.5486,-0.2557,,,,,,,59,0
USP17L22,1593,0,0.0,0.0,0.7528,0.3001,,,,,,,59,0
USP17L23,551,0,0.0,0.0,0.2354,-0.6298,,,,,,,17,0
USP17L24,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L25,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L26,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L27,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L28,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L29,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L3,1593,0,0.0,0.0,0.9056,0.117,,,,,,,59,0
USP17L30,1593,0,0.0,0.0,0.6978,-0.2757,,,,,,,59,0
USP17L4,1593,0,0.0,0.0,1.0032,0.7496,,,,,,,59,0
USP17L5,1593,0,0.017241,0.00033262,1.8482,5.4228,,,,,,,59,0
USP17L7,1593,90,0.0,0.0,0.7039,-0.5012,,,,,,,59,0
USP17L8,1593,0,0.0,0.0,0.7735,-0.3823,,,,,,,59,0
USP18,1143,735,0.025,0.00068432,1.0824,1.6336,0.0,0.0,0.3501,-0.7699,-0.025,-0.00068432,41,25
USP19,4266,489,0.024242,0.0003613,1.216,1.5915,0.0,0.0,0.4984,-0.8496,-0.024242,-0.0003613,166,15
USP2,1818,1879,0.014925,8.005e-05,0.7549,0.0593,0.0,0.0,0.6829,-0.3219,-0.014925,-8.005e-05,68,71
USP20,2745,1725,0.028846,0.00018757,1.3801,1.8927,0.0,0.0,0.4562,-0.664,-0.028846,-0.00018757,105,64
USP21,1698,497,0.0,0.0,0.846,0.0676,0.0,0.0,0.194,-1.1907,0.0,0.0,63,15
USP22,1683,3594,0.0,0.0,0.7825,-0.26,0.028986,0.00039888,0.9299,0.5881,0.028986,0.00039888,63,139
USP24,7863,2937,0.016181,0.00029491,1.0399,1.09,0.017857,0.00039114,0.8724,0.068,0.001676,9.623e-05,310,113
USP25,3402,844,0.015385,0.00019276,1.2085,1.6464,0.107143,0.001027,1.2703,0.5034,0.091758,0.00083424,131,29
USP26,2742,2783,0.0,0.0,0.7894,-0.0275,0.028302,0.00042532,1.2283,1.4395,0.028302,0.00042532,105,107
USP27X,1317,1758,0.042553,0.00064892,1.1405,0.713,0.076923,0.00063288,0.6155,-0.7662,0.03437,-1.604e-05,48,66
USP28,3423,1177,0.015267,0.00019128,0.9214,0.6959,0.0,0.0,0.4651,-1.0055,-0.015267,-0.00019128,132,42
USP29,2769,994,0.019048,0.00016107,0.8691,0.5178,0.0,0.0,0.4869,-1.2738,-0.019048,-0.00016107,106,35
USP3,1668,4025,0.0,0.0,0.0604,-0.8698,0.012903,0.00018371,0.8105,-0.0657,0.012903,0.00018371,62,156
USP30,1665,554,0.0,0.0,0.5947,-0.2963,0.0,0.0,0.6515,-1.0588,0.0,0.0,62,18
USP31,4059,6822,0.025478,0.00020624,1.0545,0.6654,0.022472,0.00053079,1.2695,1.7132,-0.003006,0.00032455,158,268
USP32,4815,2122,0.016043,0.00015133,0.9433,0.4222,0.012658,0.00014809,0.8975,0.5449,-0.003385,-3.24e-06,188,80
USP33,2829,1326,0.027778,0.00033653,1.4122,1.9502,0.021277,0.00011411,1.1073,0.6653,-0.006501,-0.00022242,109,48
USP34,10641,1034,0.021429,0.00042709,1.2322,1.9736,0.083333,0.00271435,1.4067,1.6874,0.061904,0.00228726,421,37
USP35,3057,1668,0.034188,0.00118499,1.7123,3.5743,0.0,0.0,0.793,-0.1478,-0.034188,-0.00118499,118,62
USP36,3474,1305,0.007519,8.35e-06,0.6069,-0.3149,0.021277,0.00012596,0.7012,0.0126,0.013758,0.00011761,134,48
USP37,2940,5082,0.017857,0.00048909,1.5093,2.889,0.025253,0.00029925,1.2864,1.7368,0.007396,-0.00018984,113,199
USP38,3129,3952,0.016667,0.0006926,1.2317,2.2521,0.013158,0.00030262,1.1607,0.9145,-0.003509,-0.00038998,121,153
USP39,1779,504,0.015152,0.00035556,1.4943,3.6139,0.0,0.0,0.8081,-0.3713,-0.015152,-0.00035556,67,16
USP4,3045,892,0.025862,0.00010968,1.089,1.0708,0.1,0.00157183,1.1287,0.8145,0.074138,0.00146215,117,31
USP40,3711,1984,0.034965,0.00058537,1.0799,1.2451,0.027027,8.432e-05,0.8511,-0.0834,-0.007938,-0.00050105,144,75
USP42,3951,1139,0.013158,0.00021295,1.1962,1.749,0.0,0.0,0.5574,-0.4316,-0.013158,-0.00021295,153,41
USP43,3381,1669,0.038462,0.00058343,1.2737,1.0962,0.016393,0.00033712,1.4976,2.2659,-0.022069,-0.00024631,131,62
USP44,2424,1867,0.010989,0.00024249,0.7511,0.6525,0.014493,5.5e-06,0.8947,0.4768,0.003504,-0.00023699,92,70
USP45,2445,3433,0.032609,0.00043569,1.0165,0.6846,0.015152,0.00010618,0.6874,-0.129,-0.017457,-0.00032951,93,133
USP46,1101,6831,0.0,0.0,0.3643,-1.068,0.011194,6.357e-05,0.9959,0.5397,0.011194,6.357e-05,39,269
USP47,4152,972,0.0,0.0,0.6197,-0.3463,0.0,0.0,1.2757,1.4841,0.0,0.0,161,34
USP48,3144,84,0.008333,3.672e-05,0.7508,-0.0083,,,,,,,121,0
USP49,2067,6967,0.025974,0.0002622,1.0581,0.3443,0.014652,0.00018209,1.0564,0.8758,-0.011322,-8.011e-05,78,274
USP5,2772,585,0.019048,0.00032295,0.7776,0.3092,0.0,0.0,0.6879,0.1847,-0.019048,-0.00032295,106,19
USP50,1032,387,0.027778,0.00069722,1.4573,2.4136,0.0,0.0,0.3328,-1.4274,-0.027778,-0.00069722,37,11
USP51,2136,2507,0.025,0.00122286,2.0853,6.6449,0.010526,0.00015539,1.1923,1.3726,-0.014474,-0.00106747,81,96
USP53,3222,3409,0.00813,8.536e-05,0.8054,0.1676,0.015267,0.00037644,1.2211,1.701,0.007137,0.00029108,124,132
USP54,5055,1737,0.010152,0.00017974,1.0578,0.9465,0.015625,0.00011317,0.7378,-0.602,0.005473,-6.657e-05,198,65
USP6,4221,4649,0.006135,0.00025976,1.1363,2.151,0.022222,0.00054721,1.3056,2.1632,0.016087,0.00028745,164,181
USP6NL,2607,1880,0.010101,4.619e-05,0.7734,0.5101,0.028571,0.00089188,1.5333,3.3867,0.01847,0.00084569,100,71
USP7,3414,1952,0.038168,0.00025108,0.8616,0.1852,0.013889,0.00012765,0.5786,-0.1666,-0.024279,-0.00012343,132,73
USP8,3483,1001,0.029851,0.00024845,0.9578,0.4446,0.029412,0.00058605,1.1874,1.3525,-0.000439,0.0003376,135,35
USP9X,7728,655,0.016447,0.00031554,0.9665,0.8091,0.095238,0.00119204,0.9898,0.0193,0.078791,0.0008765,305,22
USP9Y,7668,1972,0.013289,0.00013713,0.954,0.861,0.013699,0.00028788,1.5728,4.372,0.00041,0.00015075,302,74
USPL1,3279,1615,0.007937,5.748e-05,0.7996,0.6331,0.016949,0.00010712,0.6858,-0.3016,0.009012,4.964e-05,127,60
UST,1221,3275,0.023256,0.000999,1.341,2.9507,0.016,0.00068685,1.3385,3.1698,-0.007256,-0.00031215,44,126
UTF1,1026,188,0.085714,0.00107312,1.0178,0.3754,,,,,,,36,0
UTP11,762,1261,0.04,0.00172243,1.5855,3.6483,0.0,0.0,0.3451,-0.9696,-0.04,-0.00172243,26,46
UTP14A,2340,189,0.022727,0.00012235,0.8399,-0.1855,,,,,,,89,0
UTP14C,2301,3228,0.034884,0.00055558,1.079,0.8762,0.008065,0.00027996,0.8872,0.8194,-0.026819,-0.00027562,87,125
UTP15,1638,0,0.016667,0.00014762,1.0171,0.9673,,,,,,,61,0
UTP18,1701,221,0.0,0.0,0.533,-0.6131,,,,,,,63,0
UTP20,8385,656,0.018182,0.00042042,1.0848,1.2756,0.0,0.0,0.4677,-0.901,-0.018182,-0.00042042,331,22
UTP23,750,2922,0.0,0.0,1.3902,1.3756,0.009009,0.00015011,0.65,-0.1602,0.009009,0.00015011,25,112
UTP25,2271,6210,0.0,0.0,0.742,-0.0773,0.020576,0.00013989,0.8086,0.1135,0.020576,0.00013989,86,244
UTP3,1440,580,0.0,0.0,0.7524,0.1338,0.0,0.0,0.7299,-0.7135,0.0,0.0,53,19
UTP4,2172,1190,0.024691,0.00040534,0.8403,0.3605,0.02381,5.407e-05,1.0866,0.6645,-0.000881,-0.00035127,82,43
UTP6,1794,2536,0.015152,0.00031499,1.0083,1.8076,0.020833,0.0004204,1.3585,2.7456,0.005681,0.00010541,67,97
UTRN,10302,2616,0.007389,7.945e-05,0.8754,0.1212,0.030303,0.0005457,1.3543,1.6332,0.022914,0.00046625,407,100
UTS2,420,1181,0.090909,0.0028799,1.6183,1.7475,0.02381,0.00017245,1.0161,0.3971,-0.067099,-0.00270745,12,43
UTS2B,399,437,0.0,0.0,0.3237,-1.0435,0.0,0.0,0.6831,-0.8427,0.0,0.0,11,13
UTS2R,1170,2515,0.02439,5.988e-05,0.757,0.1704,0.021053,0.00050893,1.4798,3.6252,-0.003337,0.00044905,42,96
UTY,4335,1839,0.011905,0.0001848,1.1457,1.1278,0.0,0.0,0.6393,-0.7439,-0.011905,-0.0001848,169,69
UVRAG,2178,1456,0.036585,0.00106369,1.8877,4.4022,0.018868,0.00040212,0.9224,0.2759,-0.017717,-0.00066157,83,54
UVSSA,2457,2523,0.032258,0.00053965,1.5798,2.4671,0.010526,5.605e-05,0.9243,0.3561,-0.021732,-0.0004836,94,96
UXS1,1422,732,0.0,0.0,0.5867,-0.6092,0.0,0.0,0.7666,-0.441,0.0,0.0,52,25
UXT,510,263,0.066667,0.00037881,0.4312,-0.4589,0.0,0.0,1.3357,0.0713,-0.066667,-0.00037881,16,6
VAC14,2439,747,0.032609,0.00063568,1.2061,1.6069,0.083333,0.00109661,1.4984,1.7506,0.050724,0.00046093,93,25
VAMP1,357,2379,0.0,0.0,1.3406,1.1533,0.011111,0.00019939,0.8101,0.146,0.011111,0.00019939,10,91
VAMP2,357,517,0.0,0.0,0.5918,-1.0408,0.066667,0.00023655,0.6711,0.0218,0.066667,0.00023655,10,16
VAMP3,303,1875,0.0,0.0,-0.0912,-1.1629,0.0,0.0,0.9893,0.4647,0.0,0.0,8,70
VAMP4,426,4551,0.090909,0.0007197,0.5158,-0.7164,0.017045,0.00031739,1.1275,1.2995,-0.073864,-0.00040231,12,177
VAMP5,351,309,0.0,0.0,0.83,-0.8898,0.0,0.0,0.0281,-1.1675,0.0,0.0,9,8
VAMP7,783,1713,0.0,0.0,1.0302,-0.0224,0.0,0.0,0.7934,0.3632,0.0,0.0,27,64
VAMP8,303,376,0.0,0.0,0.6944,-1.1615,0.0,0.0,1.3026,0.2578,0.0,0.0,8,10
VANGL1,1701,2685,0.016129,0.00023304,1.5133,3.8989,0.009804,3.479e-05,0.8755,0.1533,-0.006325,-0.00019825,63,103
VANGL2,1710,3652,0.0,0.0,0.9508,0.8595,0.021429,0.00017573,0.7818,-0.164,0.021429,0.00017573,64,141
VAPA,951,619,0.0,0.0,0.4717,-0.7858,0.0,0.0,0.1446,-0.9429,0.0,0.0,33,20
VAPB,792,1624,0.0,0.0,0.5134,-0.1102,0.016949,6.014e-05,0.7884,0.0081,0.016949,6.014e-05,27,60
VARS1,3840,218,0.040541,0.0005117,1.0766,0.9622,,,,,,,149,0
VARS2,3282,327,0.0,0.0,0.7869,0.0949,0.0,0.0,0.7259,-0.3463,0.0,0.0,127,8
VASH1,1098,5351,0.026316,0.00011689,1.3031,1.165,0.004808,9.663e-05,0.8792,0.4868,-0.021508,-2.026e-05,39,209
VASH2,1254,3341,0.022222,0.00093991,1.3481,2.5656,0.03125,0.00073518,0.9923,0.9312,0.009028,-0.00020473,46,129
VASN,2022,784,0.0,0.0,1.0635,1.206,0.0,0.0,-0.1489,-0.6307,0.0,0.0,76,27
VASP,1236,1125,0.0,0.0,0.7469,0.0941,0.0,0.0,0.3978,-0.893,0.0,0.0,45,40
VAT1,1188,1547,0.0,0.0,0.5949,-0.7908,0.035714,0.00051803,0.6795,-0.4156,0.035714,0.00051803,43,57
VAT1L,1260,2531,0.0,0.0,0.7419,-0.3555,0.010417,5.254e-05,0.8653,0.8034,0.010417,5.254e-05,46,97
VAV1,2538,354,0.03125,0.00083126,1.8156,4.7439,0.0,0.0,0.9287,-0.4321,-0.03125,-0.00083126,97,10
VAV2,2760,1882,0.019048,0.00024847,1.1659,1.9816,0.0,0.0,0.3872,-0.3475,-0.019048,-0.00024847,106,71
VAV3,2628,1882,0.02,0.00022066,1.0652,0.5238,0.014286,0.00016016,0.7964,1.0968,-0.005714,-6.05e-05,101,71
VAX1,1005,932,0.0,0.0,0.7907,-0.4695,0.0,0.0,0.9655,0.3613,0.0,0.0,36,33
VAX2,873,288,0.0,0.0,0.4527,-0.3417,0.0,0.0,1.4431,0.6671,0.0,0.0,30,7
VBP1,639,80,0.05,0.00056056,0.8534,0.2596,,,,,,,21,0
VCAM1,2220,881,0.012048,0.00026894,1.0628,1.5942,0.0,0.0,0.8637,0.0152,-0.012048,-0.00026894,84,31
VCAN,10191,2154,0.00995,0.0001816,1.1466,1.4178,0.024691,0.00023764,1.1047,0.6484,0.014741,5.604e-05,403,82
VCF1,624,2252,0.052632,0.00022226,0.7768,0.0053,0.035714,0.00057372,1.1839,1.5448,-0.016918,0.00035146,20,85
